codigo_AMB_92;descricao_AMB_92;codigo_TUSS;descricao_TUSS;
41001230;ANGIOTOMOGRAFIA CORONARIANA;41001230;ANGIOTOMOGRAFIA CORONARIANA;
41002024;PUNCAO ASPIRATIVA ORIENTADA POR TC(ACRESCENTAR O EXAME DE BASE);41002024;PUNCAO ASPIRATIVA ORIENTADA POR TC(ACRESCENTAR O EXAME DE BASE);
41010019;BIOPSIA;30201012;BIOPSIA DE LABIO;
41010027;EXCISAO EM CINHA;30201055;EXCISAO EM CUNHA;
41010035;EXCISAO C/RECONSTRUCAO A CUSTA DE RETALH;30201039;EXCISAO COM RECONSTRUCAO A CUSTA DE RETALHOS;
41010043;EXCISAO C/PLASTICA DE VERMELHAO;30201020;EXCISAO COM PLASTICA DE VERMELHAO;
41010051;EXCISAO C/RECONSTRUCAO TOTAL;30201047;EXCISAO COM RECONSTRUCAO TOTAL;
41010060;EXCISAO C/RECONT A CUSTA RET E ESVAZ CER;30201039;EXCISAO COM RECONSTRUCAO A CUSTA DE RETALHOS;
41010078;EXCISAO C/REC A CUSTA RET ESVAZ CER BILA;30201039;EXCISAO COM RECONSTRUCAO A CUSTA DE RETALHOS;
41020014;BIOPSIA;30202027;BIOPSIA DE BOCA;
41020022;EXCISAO DE TUMORES DA BOCA C/SUTURA;30202043;EXCISAO DE TUMOR DE BOCA COM MANDIBULECTOMIA;
41020030;EXCISAO DE TUMORES MALIGNOS;30202035;EXCISAO DE LESAO MALIGNA COM RECONSTRUCAO A CUSTA DE RETALHOS LOCAIS;
41020049;EXCISAO DE LESAO MAL C/RECON C RET MU PE;30202035;EXCISAO DE LESAO MALIGNA COM RECONSTRUCAO A CUSTA DE RETALHOS LOCAIS;
41020057;OPER PULL THROUGH P/TUMORES BOCA C/ESV U;30202043;EXCISÃO DE TUMOR DE BOCA COM MANDIBULECTOMIA;
41030010;BIOPSIA;30101077;BIOPSIA DE PELE, TUMORES SUPERFICIAIS, TECIDO CELULAR SUBCUTANEO, LINFONODO SUPE;
41030028;GLOSSECTOMIA PARCIAL;30202051;EXERESE DE TUMOR E ENXERTO CUTANEO OU MUCOSO;
41030036;GLOSSECTOMIA E PELVECTOMIA;30202051;EXERESE DE TUMOR E ENXERTO CUTANEO OU MUCOSO;
41030044;GLOSSECTOMIA C/PELV E MAND C/ ESV CERV U;30202051;EXERESE DE TUMOR E ENXERTO CUTANEO OU MUCOSO;
41030052;GLOSSECTOMIA C/PELV E MAND C/ESV CERV BI;30202051;EXERESE DE TUMOR E ENXERTO CUTANEO OU MUCOSO;
41030060;GLOSSECTOMIA C/PEL E MAND C/ESV CER REC;30202051;EXERESE DE TUMOR E ENXERTO CUTANEO OU MUCOSO;
41030079;GLOSSECTOMIA C/MAND E ESV CERV REC C RE;30202051;EXERESE DE TUMOR E ENXERTO CUTANEO OU MUCOSO;
41040015;BIOPSIA;30204011;BIOPSIA DE GLANDULA SALIVAR;
41040023;RESSECCAO DE TUMOR GLANDULA SUB-LINGUAL;30204100;RESSECCAO DE TUMOR DE GLANDULA SUBLINGUAL;
41040031;RESSECCAO TUMOR GLANDULA SUB-MANDIBULAR;30204020;EXCISAO DE GLANDULA SUBMANDIBULAR;
41040040;RESSECCAO TUMOR PAROTIDA C/CONS NERVO FA;30204046;PAROTIDECTOMIA PARCIAL COM CONSERVACAO DO NERVO FACIAL;
41040058;RESSECCAO TUMOR PAROTIDA C/ENXERTO NERVO;30204070;PAROTIDECTOMIA TOTAL COM RECONSTRUCAO DO NERVO FACIAL;
41040066;PAROTIDECTOMIA TOTAL;30204089;PAROTIDECTOMIA TOTAL COM SACRIFICIO DO NERVO FACIAL, SEM RECONSTRUCAO;
41040074;PAROTIDECTOMIA TOTAL C/RES PELE REC RETA;30204054;PAROTIDECTOMIA TOTAL AMPLIADA COM OU SEM RECONSTRUCAO COM RETALHOS LOCAIS;
41040082;PAROTIDECTOMIA TOTAL C/RES RAMO ASC MAND;30204062;PAROTIDECTOMIA TOTAL COM CONSERVACAO DO NERVO FACIAL;
41040104;RESSECCAO TUMOR DE PEQUENAS GLANDULAS;30204100;RESSECCAO DE TUMOR DE GLANDULA SUBLINGUAL;
41040112;RESSECCAO GLANDULAS SALIVAR MEN.CUST.RET;30204020;EXCISÃO DE GLÂNDULA SUBMANDIBULAR;
41050010;BIOPSIA DO CAVUM E OROFARINGE;30205077;BIOPSIA DO CAVUM, OROFARINGE OU HIPOFARINGE;
41050029;BIOPSIA DO HIPOFARINGE;30205077;BIOPSIA DO CAVUM, OROFARINGE OU HIPOFARINGE;
41050037;RESSEC./TUMOR/RINOF.V.BUC/NAS.;30205174;RESSECCAO DE TUMOR DE FARINGE (VIA BUCAL OU NASAL);
41050045;RES.TUMOR.FAR.C/REC./RET./ENX.;30205174;RESSECCAO DE TUMOR DE FARINGE (VIA BUCAL OU NASAL);
41050053;EXTIRP.TUMOR RINOF.V.TRANP.OU;30205166;RESSECCAO DE NASOANGIOFIBROMA;
41050061;RES.TUMOR/FAR.BASE/LING.P.POST;30205182;RESSECCAO DE TUMOR DE FARINGE COM ACESSO POR FARINGOTOMIA OU POR RETALHO JUGAL;
41050070;FARINGOLARINGECTOMIA;30205140;FARINGOLARINGECTOMIA;
41050088;FARING.C/ESVAZ.CERVICO UNILAT.;30205140;FARINGOLARINGECTOMIA;
41050096;FARINGOLAR.C/ESVAZ.CERV.BILAT.;30205140;FARINGOLARINGECTOMIA;
41050100;FARING.C/ESVAZ.CERVIC.REC.HIP.;30205158;FARINGOLARINGOESOFAGECTOMIA TOTAL;
41060016;LARINGECTOMIA PARCIAL-CORDECT.;30206120;LARINGECTOMIA PARCIAL;
41060024;LARINGECTOMIA FRONTO LATERAL;41060024;LARINGECTOMIA FRONTO LATERAL;
41060032;LARINGECTOMIA TOTAL;30206138;LARINGECTOMIA TOTAL;
41060040;LARINGECT.TOTAL/RECONS.P/FONAC;30206138;LARINGECTOMIA TOTAL;
41060059;LARINGECTOMIA T.C/EVAZ.CERV.UN;30206138;LARINGECTOMIA TOTAL;
41060067;LARING.T.C/EVAZ.CERV.BILATERAL;30206138;LARINGECTOMIA TOTAL;
41060075;LARINGECTOMIA HORIZ.S.GLOTICA;30206120;LARINGECTOMIA PARCIAL;
41060083;LARING.HOR.S.GLOT.C/ESV.C.UNIL;30206120;LARINGECTOMIA PARCIAL;
41060091;LARING.HORIZ.S.GLOT.C/ESV.C.BI;30206120;LARINGECTOMIA PARCIAL;
41060105;LARINGOFISSURA;30206170;LARINGOFISSURA (INCLUSIVE COM CORDECTOMIA);
41070011;BIOPSIA;30301025;BIOPSIA DE PALPEBRA;
41070020;RESSECCAO TUMORES PALP C/RECONS PARCIAL;30301190;RESSECCAO DE TUMORES PALPEBRAIS;
41070038;RESSECCAO TUMORES PALB E RECONS TOTAL;30301190;RESSECCAO DE TUMORES PALPEBRAIS;
41070046;RESSECCAO TUMORES DA CAVIDADE ORBITARIA;30302137;TUMOR DE ORBITA - EXERESE;
41070054;EXENTERACAO;30302048;EXENTERACAO DE ORBITA;
41070062;RESSECCAO TUMOR EM ORBITA FECHADA;30302137;TUMOR DE ORBITA - EXERESE;
41070089;EXENTERACAO ORBITA C/ENXERTO OU RETALHO;30101697;RETALHO COMPOSTO (INCLUINDO CARTILAGEM OU OSSO);
41080017;BIOPSIA;30501059;BIOPSIA DE NARIZ;
41080025;EXERESE TUMOR POR RINTOMIA LATERAL;30501431;TUMOR INTRANASAL - EXERESE POR RINOTOMIA LATERAL;
41080033;EXERESE DE TUMOR DE PELE;30101468;EXERESE DE LESAO / TUMOR DE PELE E MUCOSAS;
41080041;EXERESE DE TUMOR E ENXERTO LIVRE;30101310;ENXERTO COMPOSTO;
41080050;EXERESE INC PELE, CART C/REC CUSTA RETAL;30501326;RINECTOMIA PARCIAL;
41080068;EXERESE TUMOR C/REC TOTAL C RET COMBINAD;30501334;RINECTOMIA TOTAL;
41090012;BIOPSIA;30401011;BIOPSIA DE PAVILHAO AURICULAR;
41090020;EXERESE DE TUMOR;30401038;EXERESE DE TUMOR COM FECHAMENTO PRIMARIO;
41090039;EXERESE TUMOR C/REC C ENXERTO OU RETALHO;30401097;RESSECCAO SUBTOTAL OU TOTAL DE ORELHA;
41090047;RESSECCAO TUMOR PAV AUR INC OSSO TEM E R;30401089;RESSECCAO DE TUMOR DE PAVILHAO AURICULAR, INCLUINDO PARTE DO OSSO TEMPORAL;
41100018;BIOPSIA;30502195;SEIOS PARANASAIS - BIOPSIA QUALQUER VIA;
41100026;RESSECCAO DO MESO E INF DO MAXILAR SUP;30502144;MAXILECTOMIA PARCIAL;
41100034;RESSECCAO DO MAXILAR INC EXET DE ORBITA;30502136;MAXILECTOMIA INCLUINDO EXENTERACAO DE ORBITA;
41100042;RESSECCAO MAXILAR SUP E REC CUSTA RETALH;30502098;EXÉRESE DE TUMOR COM ABORDAGEM CRANIOFACIAL ONCOLÓGICA SEIOS...(TEMPO FACIAL);
41102010;ARTRO-RM(INCLUIR A PUNCAO ARTICULAR )-POR ARTICULAÇAO;41102010;ARTRO-RM(INCLUIR A PUNCAO ARTICULAR )-POR ARTICULAÇAO;
41102010;RM-ARTRO-RM(INCLUIR A PUNCAO ARTICULAR POR ARTICULACAO);41102010;RM-ARTRO-RM(INCLUIR A PUNCAO ARTICULAR POR ARTICULACAO);
41102010;ARTRO-RM(INCLUIR A PUNCAO ARTICULAR) - POR ARTICULAÇAO;41102010;ARTRO-RM(INCLUIR A PUNCAO ARTICULAR) - POR ARTICULAÇAO;
41110013;BIOPSIA DE MANDIBULA;30211018;BIOPSIA DE MANDIBULA;
41110021;RESSECCAO PARCIAL(SEGMENTAR OU SECCIONAL;30211042;HEMIMANDIBULECTOMIA OU RESSECCAO SEGMENTAR OU SECCIONAL DA MANDIBULA;
41110030;RESSECCAO PARCIAL C/ENXERTO OSSEO;30211042;HEMIMANDIBULECTOMIA OU RESSECCAO SEGMENTAR OU SECCIONAL DA MANDIBULA;
41110048;HEMIMANDIBULECTOMIA;30211034;RESSECCAO DE TUMOR DE MANDIBULA COM DESARTICULACAO DE ATM;
41110064;HEMIMANDIBULECTOMIA C/ENXERTO OSSEO;30211042;HEMIMANDIBULECTOMIA OU RESSECCAO SEGMENTAR OU SECCIONAL DA MANDIBULA;
41110072;MANDIBULECTOMIA C/REC CUSTA DE OSTEOMIOC;30211050;MANDIBULECTOMIA TOTAL;
41120019;LINFADENECTOMIA SUPERFICIAL;30212103;LINFADENECTOMIA SUPERFICIAL;
41120027;LINFADENECTOMIA PROFUNDA;30212090;LINFADENECTOMIA PROFUNDA;
41120035;ESVAZIAMENTO CERVICAL PARCIAL UNILATERAL;30212057;ESVAZIAMENTO CERVICAL SELETIVO (ESPECIFICAR O LADO);
41120043;ESVAZIAMENTO CERVICAL PARCIAL BILATERAL;30212057;ESVAZIAMENTO CERVICAL SELETIVO (ESPECIFICAR O LADO);
41120051;ESVAZIAMENTO CERVICAL RADICAL UNILATERAL;30212030;ESVAZIAMENTO CERVICAL RADICAL (ESPECIFICAR O LADO);
41120060;ESVAZIAMENTO CERVICAL RADICAL BILATERAL;30212030;ESVAZIAMENTO CERVICAL RADICAL (ESPECIFICAR O LADO);
41120078;ESV CER RAD AMP(INC TRIAN POST,CADEIA RE;30212049;ESVAZIAMENTO CERVICAL RADICAL AMPLIADO;
41130014;EXERESE DE CISTO OU FISTULA BRANQUIAL;30210127;EXERESE DE TUMOR BENIGNO, CISTO OU FISTULA;
41130022;EXERESE DE CISTO OU FISTULA TIREOGLOSSO;30212081;EXERESE DE TUMOR BENIGNO, CISTO OU FISTULA CERVICAL;
41130030;EXERESE DE TUMORES BENIGNOS;30212081;EXERESE DE TUMOR BENIGNO, CISTO OU FISTULA CERVICAL;
41130049;RESSECCAO DE TUMOR GLOMICO;30212146;RESSECCAO DE TUMOR DE CORPO CAROTIDEO;
41130057;COSTELA CERVICAL-TRATAMENTO CIRURGICO;30715075;COSTELA CERVICAL - TRATAMENTO CIRURGICO;
41130065;ESCALENOTOMIA;30212014;CERVICOTOMIA EXPLORADORA;
41130073;LIGADURA CAROTIDA;30906210;LIGADURA DE CAROTIDA OU RAMOS;
41130081;TRAQUEOSTOMIA;30801095;TRAQUEOSTOMIA;
41203062;RADIOTERAPIA CONFORMADA TRIDIMENSIONAL (RCT-3D)COM ACELERADOR LINEAR POR TRAT.;41203062;RADIOTERAPIA CONFORMADA TRIDIMENSIONAL (RCT-3D)COM ACELERADOR LINEAR POR TRAT.;
41203089;RADIOTERAPIA CONVENCIONAL DE MEGAVOLTAGEM COM ACELERADOR LINEAR SO COM FOTONS -POR CAMPO;41203089;RADIOTERAPIA CONVENCIONAL DE MEGAVOLTAGEM COM ACELERADOR LINEAR SO COM FOTONS -POR CAMPO;
41205073;BRAQUITERAPIA INTRACAVITARIA DE ALTA TAXA DE DOSE (BATD) - POR INSERCAO;41205073;BRAQUITERAPIA INTRACAVITARIA DE ALTA TAXA DE DOSE (BATD) - POR INSERCAO;
41301099;COLETA DE MATERIAL CERVICO- VAGINAL;41301099;COLETA DE MATERIAL CERVICO- VAGINAL;
41401530;TESTE CUTANEO-ALERGICOS EPITELIS DE ANIMAIS;41401530;TESTE CUTANEO-ALERGICOS EPITELIS DE ANIMAIS;
41501144;TOMOGRAFIA DE COERENCIA OPTICA-MONOCULAR;41501144;TOMOGRAFIA DE COERENCIA OPTICA-MONOCULAR;
42010012;EX.BACTER./LESAO CUTAN.MUCO/IN;41301390;COLETA DE RASPADO DERMICO EM LESOES E SITIOS ESPECIFICOS PARA BACILOSCOPIA (POR;
42010020;EXAME CITOL.LESAO CUTANEA;41301218;EXAME MICOLOGICO - CULTURA E IDENTIFICACAO DE COLONIA;
42010039;EXAME MICOLOGICO DIRETO;41301226;EXAME MICOLOGICO DIRETO (POR LOCAL);
42010047;EX.MICOL.CULT.IDENT.DE COLONIA;41301218;EXAME MICOLOGICO - CULTURA E IDENTIFICACAO DE COLONIA;
42010055;INTRA DERMO REACAO P/UNIDADE;40307123;HIPERSENSIBILIDADE RETARDADA (INTRADERMO REACAO IDER ) CANDIDINA, CAXUMBA, ESTRE;
42010063;TESTES EPICUTANEOS P/GPOS 5UN.;42010063;TESTES EPICUTANEOS P/GPOS 5UN.;
42010071;TRICOGRAMA;41301331;TRICOGRAMA;
42020018;ABRASAO QUIMICA;30101263;DERMOABRASAO DE LESOES CUTANEAS;
42020026;ACTINOTERAPIA - POR SESSAO;20104014;ACTINOTERAPIA (POR SESSAO);
42020034;BOTA DE UNNA CONFECCAO;20104332;BOTA DE UNNA - CONFECCAO;
42020042;CALOSIDADE E/OU MAL PERF.DESB.;30101093;CALOSIDADE E/OU MAL PERFURANTE - DESBASTAMENTO (POR LESAO);
42020050;CRIOT.(NEVE CARB.)P.SES.GP.5LE;20104073;CRIOTERAPIA (GRUPO DE ATE 5 LESOES);
42020050;CRIOT.(NEVE CARB.)P.SES.GP.5LE;20104073;CRIOTERAPIA (GRUPO DE ATE 5 LESOES);
42020069;CRIOT.(NITR.LIQ.)P.SES.GPO 5LE;20104073;CRIOTERAPIA (GRUPO DE ATE 5 LESOES);
42020069;CRIOT.(NITR.LIQ.)P.SES.GPO 5LE;30101204;CRIOCIRURGIA (NITROGENIO LIQUIDO) DE NEOPLASIAS CUTANEAS;
42020077;EPILACAO-POR SESSAO DE 30 MIN.;30101352;EPILACAO POR ELETROLISE (POR SESSAO);
42020085;ESFOLIACAO QUIMICA POR SESSAO;30101395;ESFOLIACAO QUIMICA MEDIA (POR SESSAO);
42020093;INFILTR.INT.LESIONAL P/SESSAO;30101646;INFILTRACAO INTRALESIONAL, CICATRICIAL E HEMANGIOMAS - POR SESSAO;
42020107;PEQ.LESOES:CAUTER.QUIM.GPOS 5L;30101107;CAUTERIZACAO QUIMICA (POR GRUPO DE ATE 5 LESOES);
42020115;ESFOLIACAO QUIMICA SUPERFICIAL;30101417;ESFOLIACAO QUIMICA SUPERFICIAL (POR SESSAO);
42020123;ESFOLIACAO QUIMICA PROFUNDA;30101409;ESFOLIACAO QUIMICA PROFUNDA (POR SESSAO);
42020131;CRIOTERAPIA NEOPLASIA CUT. C/NITROGENIO;30101204;CRIOCIRURGIA (NITROGÊNIO LÍQUIDO) DE NEOPLASIAS CUTÂNEAS;
42020140;FOTOTERAPIA COM UVA (PUVA) POR SESSAO;20104120;FOTOTERAPIA COM UVA (PUVA) (POR SESSAO);
42030013;ABRASAO CIRURGICA;30101018;ABRASAO CIRURGICA (POR SESSAO);
42030021;"BIOPSIA COM ""PUNCH""";30101077;BIOPSIA DE PELE, TUMORES SUPERFICIAIS, TECIDO CELULAR SUBCUTANEO, LINFONODO SUPE;
42030021;BIOPSIA DE PELE E MUCOSA;30101590;FACE - BIOPSIA;
42030030;BIOPSIA INCISIONAL;30101077;BIOPSIA DE PELE, TUMORES SUPERFICIAIS, TECIDO CELULAR SUBCUTANEO, LINFONODO SUPE;
42030048;CIRURG.DO ACNE(INCIS/ESVAZ.);42030048;CIRURG.DO ACNE(INCIS/ESVAZ.);
42030056;CURETAGEM/MOLUSCO CONTAG.G.15L;30101255;CURETAGEM SIMPLES DE LESOES DE PELE (POR GRUPO DE ATE 5 LESOES);
42030064;DESBRIDAMENTO DE ESCARA ULCER.;30730031;DESBRIDAMENTO CIRURGICO DE FERIDAS OU EXTREMIDADES;
42030072;ELETROCOAG.LES.CUT.GPOS 5 LES.;30101298;ELETROCOAGULACAO DE LESOES DE PELE E MUCOSAS - COM OU SEM CURETAGEM (POR GRUPO D;
42030080;EXCISAO E SUTURA DE LES.R.RET.;30101450;EXERESE E SUTURA DE LESOES (CIRCULARES OU NAO) COM ROTACAO DE RETALHOS CUTANEOS;
42030099;EXC.E SUTURA DE LABIO OREL.CUN;30201055;EXCISAO EM CUNHA;
42030102;EXCISAO SUTURA HEMAG.INFAG.NEV;30101921;EXERESE E SUTURA DE HEMANGIOMA, LINFANGIOMA OU NEVUS (POR GRUPO DE ATE 5 LESOES);
42030110;EXCISAO E SUT.UNHA ENCRAVADA;30101662;MATRICECTOMIA POR DOBRA UNGUEAL;
42030129;EXCISAO E SUTURA C/PLASTICA/Z;30101670;PLASTICA EM Z OU W;
42030137;EXCISAO E SUTURA SIMP.PQNAS LE;30101255;CURETAGEM SIMPLES DE LESOES DE PELE (POR GRUPO DE ATE 5 LESOES);
42030145;EXERESE DE CALO;30101093;CALOSIDADE E/OU MAL PERFURANTE - DESBASTAMENTO (POR LESAO);
42030153;EXERESE DE CISTO SEBACEO;30101468;EXERESE DE LESAO / TUMOR DE PELE E MUCOSAS;
42030161;EXERESE DE LIPOMA;30101468;EXERESE DE LESAO / TUMOR DE PELE E MUCOSAS;
42030170;EXERESE DE UNHA;30101484;EXERESE DE UNHA;
42030188;FULG.DE TELAG.DERMAT.PAP.P G15;30907071;FULGURACAO DE TELANGIECTASIAS (POR GRUPO);
42030196;INCIS.E DRENAG.ABCES.FLEIM.HEM;30101620;INCISAO E DRENAGEM DE ABSCESSO, HEMATOMA OU PANARICIO;
42030200;RET.CORPO ESTRANHO SUB-CUTANEO;30101735;RETIRADA DE CORPO ESTRANHO SUBCUTANEO;
42030218;RET.DE LESAO POR SHAVING;30101506;EXERESE TANGENCIAL (SHAVING) - (POR GRUPO DE ATE 5 LESOES);
42030226;TRATAMENTO DE MIIASE FUNRUCUL.;30101840;TRATAMENTO DA MIIASE FURUNCULOIDE (POR LESAO);
42030234;EXERESE DE LESSAO + ENXERTIA;30101441;EXERESE DE LESAO COM AUTO-ENXERTIA;
42030250;EXCISAO SUTURA SIMPLES CA PELE/MUCOSA;30210119;EXERESE DE TUMOR MALIGNO DE PELE;
43010016;CARDIOPLASTIA,ESOFAGOPLASTIA,TRAT CIR ME;31001262;REFLUXO GASTROESOFAGICO - TRATAMENTO CIRURGICO (HERNIA DE HIATO);
43010024;CARDIOPLATIA,ESOFAGOPLASTIA OU TRAT CIR;31001262;REFLUXO GASTROESOFAGICO - TRATAMENTO CIRURGICO (HERNIA DE HIATO);
43010032;DIVERTICULECTOMIA CERVICAL;31001246;TRATAMENTO CIRURGICO DO DIVERTICULO FARINGOESOFAGICO;
43010040;DIVERTICULECTOMIA TORACICA;31001238;TRATAMENTO CIRURGICO DO DIVERTICULO ESOFAGICO;
43010075;ESOFAGECTOMIA SEM TORACOTOMIA;31001041;ESOFAGECTOMIA DISTAL COM TORACOTOMIA;
43010083;ESOFAGECTOMIA COM TORACOTOMIA;31001041;ESOFAGECTOMIA DISTAL COM TORACOTOMIA;
43010091;ESOFAGOSTOMIA;31001220;ESOFAGOSTOMIA;
43010105;ESOFAGORRAFIA CERVICAL;31001203;ESOFAGORRAFIA CERVICAL;
43010113;ESOFAGORRAFIA TORACICA;31001211;ESOFAGORRAFIA TORACICA;
43010121;RESSECCAO ESOFAGO CER C/ESV GANG UNILATE;31001254;ESOFAGECTOMIA SUBTOTAL COM LINFADENECTOMIA COM OU SEM TORACOTOMIA;
43010130;RESSECCAO ESOFAGO CERV C/ESV GANG BILATE;31001157;RESSECCAO DO ESOFAGO CERVICAL E/OU TORACICO E TRANSPLANTE COM MICROCIRURGIA;
43010148;RESSECCAO ESOFAGO CERV C/FAR-LAR-ESOF PL;31001092;FARINGO-LARINGO-ESOFAGECTOMIA TOTAL COM OU SEM TORACOTOMIA;
43010156;RESSECCAO ESOF CER E/OU TOR E TRANS MICR;31001157;RESSECCAO DO ESOFAGO CERVICAL E/OU TORACICO E TRANSPLANTE COM MICROCIRURGIA;
43010164;RESSECCAO ESOF CER E TOR E TRANSP C/MICR;31001270;RECONSTRUCAO DO ESOFAGO CERVICAL E TORACICO COM TRANSPLANTE SEGMENTAR DE INTESTI;
43010172;TRAT CIRIUR DAS VARIZES ESOFAGICAS;31001173;TRATAMENTO CIRURGICO DAS VARIZES ESOFAGICAS;
43010180;TUNELIZACAO ESOGAGICA;31001190;TUNELIZACAO ESOFAGICA;
43010199;ESOFAGOPLASTIA POR TRANSP.MICROCIRURGIA;31001033;AUTOTRANSPLANTE COM MICROCIRURGIA;
43010202;ESOFAGOPLASTIA POR TRANSP.MICROCIRURGIA;40102084;PH-METRIA ESOFAGICA COMPUTADORIZADA COM UM CANAL;
43010202;PH-METRIA-MONITORIZACAO CONT.DO PH ESOFAGICO;40102092;PH-METRIA ESOFAGICA COMPUTADORIZADA COM DOIS CANAIS;
43010210;ELETROMANOMETRIA;40102076;MANOMETRIA ESOFÁGICA PARA LOCALIZAÇÃO DOS ESFÍNCTERES PRÉ-PH-METRIA;
43010237;ESOFAGOPLASTIA (GASTROPLASTIA);31001076;ESOFAGOPLASTIA (GASTROPLASTIA);
43020011;CONVERSAO DE ANAST.GASTROJEJ.;31002021;CONVERSAO DE ANASTOMOSE GASTROJEJUNAL (QUALQUER TECNICA);
43020020;DEGASTROGASTRECTOMIA;31002030;DEGASTROGASTRECTOMIA COM VAGOTOMIA;
43020038;FECHAMENTO DE GASTROSTOMIA;31002056;GASTROSTOMIA CONFECCAO / FECHAMENTO;
43020046;GASTRORRAFIA;31002145;GASTRORRAFIA;
43020054;GASTROTOMIA P/QQER FINALIDADE;31002170;GASTROTOMIA PARA QUALQUER FINALIDADE;
43020062;GASTROSTOMIA;31002170;GASTROTOMIA PARA QUALQUER FINALIDADE;
43020070;GASTRECTOMIA PARCIAL S/VAGOTOM;31002080;GASTRECTOMIA PARCIAL SEM VAGOTOMIA;
43020089;GASTRECTOMIA PARCIAL C/VAGOTOM;31002072;GASTRECTOMIA PARCIAL COM VAGOTOMIA;
43020097;GASTRECTOMIA PARCIAL C/LINFAD.;31002064;GASTRECTOMIA PARCIAL COM LINFADENECTOMIA;
43020100;GASTRECT.TOTAL VIA ABDOMINAL;31002129;GASTRECTOMIA TOTAL VIA ABDOMINAL;
43020119;GASTRECTOMIA TOTAL VIA T.ABDOM;31002129;GASTRECTOMIA TOTAL VIA ABDOMINAL;
43020127;GAST.C/ESPL.PANCREAT.PARC.LINF;31002110;GASTRECTOMIA TOTAL COM LINFADENECTOMIA;
43020135;GASTOENTEROANASTOMOSE;31002137;GASTROENTEROANASTOMOSE;
43020143;PILOROSPLATIA;31002196;PILOROPLASTIA;
43020151;VAGOTOMIA C/OPERACAO DE DRENAG;31002250;VAGOTOMIA COM OPERACAO DE DRENAGEM;
43020160;VAGOTOMIA SUPESELETIVA;31002277;VAGOTOMIA SUPERSELETIVA OU VAGOTOMIA GASTRICA PROXIMAL;
43020178;TRATAMENTO CIRURGICO DAS VARIZES GASTR.;31002242;TRATAMENTO CIRURGICO DAS VARIZES GASTRICAS;
43020186;GASTRECTOMIA POLAR SUP C/REC JEJ S/TORAC;31002102;GASTRECTOMIA POLAR SUPERIOR COM RECONSTRUCAO JEJUNAL SEM TORACOTOMIA;
43020216;SEPTACAO GASTRICA (CIRUR OBSIDADE MORBID;31002218;GASTROPLASTIA PARA OBESIDADE MORBIDA - QUALQUER TECNICA;
43030017;APENDICECTOMIA NAO COMPLICADA;31003079;APENDICECTOMIA;
43030025;APENDICECTOMIA;31003079;APENDICECTOMIA;
43030033;AMPUTACAO ABDOMICO-PERIN.RETO;31003010;AMPUTACAO ABDOMINO-PERINEAL DO RETO (COMPLETA);
43030041;AMPUTACAO DO RETO P/PROCIDENC.;31003028;AMPUTACAO DO RETO POR PROCIDENCIA;
43030050;COLECTOMIA PARCIAL C/S/COLOST.;31003176;COLECTOMIA PARCIAL SEM COLOSTOMIA;
43030068;COLECTOMIA TOTAL;31003192;COLECTOMIA TOTAL COM ILEOSTOMIA;
43030076;COLECT.TOTAL C/ILEO RETO ANAST;31003184;COLECTOMIA TOTAL COM ILEO-RETO-ANASTOMOSE;
43030084;COLOSTOMIAS;31003214;COLOSTOMIA OU ENTEROSTOMIA;
43030092;DISTORCAO DE VOLVO P/LAPARATOM;31003249;DISTORCAO DE VOLVO POR LAPAROTOMIA;
43030106;DISTORSAO DE VOLVO P/VIA ENDOS;31003257;DISTORCAO DE VOLVO POR VIA ENDOSCOPICA;
43030114;ENTEROTOMIA E/OU ENTER.QQER SG;31003320;ENTEROTOMIA E/OU ENTERORRAFIA DE QUALQUER SEGMENTO (POR SUTURA OU RESSECCAO);
43030122;ENTERO ANASTOMOSE(QQER SEGMEN);31003290;ENTERO-ANASTOMOSE (QUALQUER SEGMENTO);
43030130;ENTEROPEXIA(QQER SEGMENTO);31003311;ENTEROPEXIA (QUALQUER SEGMENTO);
43030149;ESVAZIAMENTO PELVICO ANTERIOR;31003346;ESVAZIAMENTO PELVICO ANTERIOR OU POSTERIOR;
43030157;ESVAZIAMENTO PELVICO TOTAL;31003354;ESVAZIAMENTO PELVICO TOTAL;
43030165;FECH.DE ENTEROSTOMIA(QQER SEGM;31003370;FECHAMENTO DE COLOSTOMIA OU ENTEROSTOMIA;
43030173;FECALOMA-REMOCAO MANUAL;31003362;FECALOMA - REMOCAO MANUAL;
43030181;ILEOSTOMIA;31003192;COLECTOMIA TOTAL COM ILEOSTOMIA;
43030190;ILEOSTOMIA CONTINENTE(QQER TEC;31003214;COLOSTOMIA OU ENTEROSTOMIA;
43030203;INVAGIN.INTEST.S/RESSEC.TRAT C;31003435;INVAGINACAO INTESTINAL SEM RESSECCAO - TRATAMENTO CIRURGICO;
43030211;JEJUSTOMIA;31003214;COLOSTOMIA OU ENTEROSTOMIA;
43030220;PROCTOCOLECTOMIA TOTAL;31003524;PROCTOCOLECTOMIA TOTAL;
43030238;PROCIDENCIA DO RETO(RED.MANUAL;31003516;PROCIDENCIA DO RETO - REDUCAO MANUAL;
43030246;RESSEC.INTESTINO DELGADO;31003540;RESSECCAO TOTAL DE INTESTINO DELGADO;
43030254;RETOSSIGMOIDECTOMIA ABDOMINAL;31003559;RETOSSIGMOIDECTOMIA ABDOMINAL;
